input_len,n_hidden,network,learning_rate,epochs,sigma,noise_type,mse_error
10,10,lstm,0.001,10,0,wiener,0.0013473286051530803
10,10,lstm,0.001,10,0.01,iid,0.0018444617014334362
10,10,lstm,0.001,10,0.01,wiener,0.027031846623978402
10,10,lstm,0.001,10,0.1,iid,0.011617227209489652
10,10,lstm,0.001,10,0.1,wiener,1.4012666768096464
10,10,lstm,0.001,100,0,iid,0.0003185093791471747
10,10,lstm,0.001,100,0,wiener,0.00021440583972845076
10,10,lstm,0.001,100,0.01,iid,0.00028331796111326054
10,10,lstm,0.001,100,0.01,wiener,0.0047143054709690825
10,10,lstm,0.001,100,0.1,iid,0.011583558033651053
10,10,lstm,0.001,100,0.1,wiener,0.6479251512255826
10,10,lstm,0.001,500,0,iid,1.1513386201199752e-06
10,10,lstm,0.001,500,0,wiener,2.9789113020219894e-07
10,10,lstm,0.001,500,0.01,iid,0.0001741815061165874
10,10,lstm,0.001,500,0.01,wiener,0.004648735693968802
10,10,lstm,0.001,500,0.1,iid,0.011754747734569002
10,10,lstm,0.001,500,0.1,wiener,0.01069587692766727
10,10,lstm,0.01,10,0,iid,0.00027286015800563623
10,10,lstm,0.01,10,0,wiener,0.0003288351155806085
10,10,lstm,0.01,10,0.01,iid,0.0002623825447688613
10,10,lstm,0.01,10,0.01,wiener,0.0004743231163513032
10,10,lstm,0.01,10,0.1,iid,0.013085375092887876
10,10,lstm,0.01,10,0.1,wiener,0.03534789682508498
10,10,lstm,0.01,100,0,iid,4.198277410144577e-06
10,10,lstm,0.01,100,0,wiener,6.751566142073439e-06
10,10,lstm,0.01,100,0.01,iid,0.0001740067103817942
10,10,lstm,0.01,100,0.01,wiener,0.00016746842777584043
10,10,lstm,0.01,100,0.1,iid,0.012624644893289207
10,10,lstm,0.01,100,0.1,wiener,0.17138981941758252
10,10,lstm,0.01,500,0,iid,2.822177376839486e-08
10,10,lstm,0.01,500,0,wiener,3.45597782835245e-06
10,10,lstm,0.01,500,0.01,iid,0.00018988324483105177
10,10,lstm,0.01,500,0.01,wiener,0.00015009530858221254
10,10,lstm,0.01,500,0.1,iid,0.013277821743734229
10,10,lstm,0.01,500,0.1,wiener,0.013831100319244647
10,10,lstm,0.1,10,0,iid,0.00013090863351967753
10,10,lstm,0.1,10,0,wiener,5.747637241417057e-05
10,10,lstm,0.1,10,0.01,iid,0.0007012507134896368
10,10,lstm,0.1,10,0.01,wiener,0.00013726985894894672
10,10,lstm,0.1,10,0.1,iid,0.014384186279213809
10,10,lstm,0.1,10,0.1,wiener,1.0362058582185112
10,10,lstm,0.1,100,0,iid,3.0332882926555236e-06
10,10,lstm,0.1,100,0,wiener,1.6049033279274236e-05
10,10,lstm,0.1,100,0.01,iid,0.0001917230705482237
10,10,lstm,0.1,100,0.01,wiener,0.0003667063265463206
10,10,lstm,0.1,100,0.1,iid,0.014550724744662612
10,10,lstm,0.1,100,0.1,wiener,23.728656507167827
10,10,lstm,0.1,500,0,iid,1.8502330284751897e-05
10,10,lstm,0.1,500,0,wiener,0.00018914919184857408
10,10,lstm,0.1,500,0.01,iid,0.0003251366002451216
10,10,lstm,0.1,500,0.01,wiener,0.030060888643542637
10,10,lstm,0.1,500,0.1,iid,0.012891975243308509
10,10,lstm,0.1,500,0.1,wiener,0.7618234051433025
10,10,cnn,0.001,10,0,iid,0.0005934985180852865
10,10,cnn,0.001,10,0,wiener,0.0005553559774174295
10,10,cnn,0.001,10,0.01,iid,0.0007105175230869981
10,10,cnn,0.001,10,0.01,wiener,0.0008533126560654988
10,10,cnn,0.001,10,0.1,iid,0.013109832325546602
10,10,cnn,0.001,10,0.1,wiener,20.220186741612547
10,10,cnn,0.001,100,0,iid,3.946661039518609e-05
10,10,cnn,0.001,100,0,wiener,5.201426438735452e-05
10,10,cnn,0.001,100,0.01,iid,0.0003147137274478183
10,10,cnn,0.001,100,0.01,wiener,0.0008990246595253495
10,10,cnn,0.001,100,0.1,iid,0.011991482150124366
10,10,cnn,0.001,100,0.1,wiener,0.03719495476234593
10,10,cnn,0.001,500,0,iid,9.377318547755791e-07
10,10,cnn,0.001,500,0,wiener,5.449969313126063e-08
10,10,cnn,0.001,500,0.01,iid,0.00019077179140902312
10,10,cnn,0.001,500,0.01,wiener,0.0010039749048638639
10,10,cnn,0.001,500,0.1,iid,0.012159793943564088
10,10,cnn,0.001,500,0.1,wiener,0.1001709802681878
10,10,cnn,0.01,10,0,iid,0.0002777403456557879
10,10,cnn,0.01,10,0,wiener,0.0006715841549091389
10,10,cnn,0.01,10,0.01,iid,0.0005911342647390141
10,10,cnn,0.01,10,0.01,wiener,0.0015839284216801048
10,10,cnn,0.01,10,0.1,iid,0.012316861992616621
10,10,cnn,0.01,10,0.1,wiener,0.01567096740916198
10,10,cnn,0.01,100,0,iid,4.291891213066851e-05
10,10,cnn,0.01,100,0,wiener,6.916242753450827e-07
10,10,cnn,0.01,100,0.01,iid,0.00019936952796334234
10,10,cnn,0.01,100,0.01,wiener,0.00015250256266481922
10,10,cnn,0.01,100,0.1,iid,0.014532655177610026
10,10,cnn,0.01,100,0.1,wiener,0.5724428624163559
10,10,cnn,0.01,500,0,iid,3.047607824922581e-07
10,10,cnn,0.01,500,0,wiener,1.0476562798226273e-07
10,10,cnn,0.01,500,0.01,iid,0.0002644104099989525
10,10,cnn,0.01,500,0.01,wiener,0.00013563814306047738
10,10,cnn,0.01,500,0.1,iid,0.013618651669569657
10,10,cnn,0.01,500,0.1,wiener,0.01300953451040432
10,10,cnn,0.1,10,0,iid,0.001777875199125996
10,10,cnn,0.1,10,0,wiener,0.000732559970342731
10,10,cnn,0.1,10,0.01,iid,0.0018831357238335569
10,10,cnn,0.1,10,0.01,wiener,0.001647558296189654
10,10,cnn,0.1,10,0.1,iid,0.03272418122793153
10,10,cnn,0.1,10,0.1,wiener,0.31393720800882335
10,10,cnn,0.1,100,0,iid,0.002646245636811879
10,10,cnn,0.1,100,0,wiener,0.00046382817419646086
10,10,cnn,0.1,100,0.01,iid,0.0004956743596994189
10,10,cnn,0.1,100,0.01,wiener,0.37672469225929883
10,10,cnn,0.1,100,0.1,iid,0.015123678437037234
10,10,cnn,0.1,100,0.1,wiener,16.897255449953782
10,10,cnn,0.1,500,0,iid,0.5049213211014786
10,10,cnn,0.1,500,0,wiener,0.00010851745293835436
10,10,cnn,0.1,500,0.01,iid,0.0023028992823417417
10,10,cnn,0.1,500,0.01,wiener,0.853717775519975
10,10,cnn,0.1,500,0.1,iid,0.025034253635050737
10,10,cnn,0.1,500,0.1,wiener,0.025876101865106436
10,20,mlp,0.001,10,0,iid,0.0007959045909294497
10,20,mlp,0.001,10,0,wiener,0.0015350313046901775
10,20,mlp,0.001,10,0.01,iid,0.0018770075627433129
10,20,mlp,0.001,10,0.01,wiener,0.024628491220020553
10,20,mlp,0.001,10,0.1,iid,0.013233922971834582
10,20,mlp,0.001,10,0.1,wiener,0.01970995191358181
10,20,mlp,0.001,100,0,iid,8.733588364007831e-06
10,20,mlp,0.001,100,0,wiener,3.1550918888504743e-06
10,20,mlp,0.001,100,0.01,iid,0.00016840225555311058
10,20,mlp,0.001,100,0.01,wiener,0.00021809130537820204
10,20,mlp,0.001,100,0.1,iid,0.011387396857116166
10,20,mlp,0.001,100,0.1,wiener,0.10976790198387153
10,20,mlp,0.001,500,0,iid,7.830488714715882e-09
10,20,mlp,0.001,500,0,wiener,1.0729854349077758e-08
10,20,mlp,0.001,500,0.01,iid,0.0001587222142022333
10,20,mlp,0.001,500,0.01,wiener,0.00014943922173969628
10,20,mlp,0.001,500,0.1,iid,0.0137975426947158
10,20,mlp,0.001,500,0.1,wiener,0.02339526565474956
10,20,mlp,0.01,10,0,iid,7.345387205328004e-05
10,20,mlp,0.01,10,0,wiener,0.00015485376277288656
10,20,mlp,0.01,10,0.01,iid,0.0007348103421667457
10,20,mlp,0.01,10,0.01,wiener,0.00043591464892110655
10,20,mlp,0.01,10,0.1,iid,0.012656888959697724
10,20,mlp,0.01,10,0.1,wiener,0.013300176327069289
10,20,mlp,0.01,100,0,iid,1.290606958153659e-06
10,20,mlp,0.01,100,0,wiener,6.617256504487953e-05
10,20,mlp,0.01,100,0.01,iid,0.00024065992590053937
10,20,mlp,0.01,100,0.01,wiener,0.0002388910189181128
10,20,mlp,0.01,100,0.1,iid,0.011765168291274898
10,20,mlp,0.01,100,0.1,wiener,0.013055563984937624
10,20,mlp,0.01,500,0,iid,1.4688550357062206e-08
10,20,mlp,0.01,500,0,wiener,3.301159752456471e-08
10,20,mlp,0.01,500,0.01,iid,0.00015466971422400692
10,20,mlp,0.01,500,0.01,wiener,0.00024686987819683983
10,20,mlp,0.01,500,0.1,iid,0.011564312025912786
10,20,mlp,0.01,500,0.1,wiener,0.05245000768841728
10,20,mlp,0.1,10,0,iid,0.00034480846255496037
10,20,mlp,0.1,10,0,wiener,0.00032971173593709886
10,20,mlp,0.1,10,0.01,iid,0.0006220029043764233
10,20,mlp,0.1,10,0.01,wiener,0.0009270735080631281
10,20,mlp,0.1,10,0.1,iid,0.012059752819872266
10,20,mlp,0.1,10,0.1,wiener,0.056100089783750355
10,20,mlp,0.1,100,0,iid,0.0016128368311343498
10,20,mlp,0.1,100,0,wiener,2.1006553446206312e-05
10,20,mlp,0.1,100,0.01,iid,0.00023763797009330502
10,20,mlp,0.1,100,0.01,wiener,0.0002566713385502688
10,20,mlp,0.1,100,0.1,iid,0.01579719225549394
10,20,mlp,0.1,100,0.1,wiener,0.011738017879286036
10,20,mlp,0.1,500,0,iid,1.1426863357495617e-06
10,20,mlp,0.1,500,0,wiener,1.9969353956573193e-05
10,20,mlp,0.1,500,0.01,iid,0.00030555803329866384
10,20,mlp,0.1,500,0.01,wiener,0.025527319735825865
10,20,mlp,0.1,500,0.1,iid,0.013667647564978671
10,20,mlp,0.1,500,0.1,wiener,0.022390950094869654
10,20,lstm,0.001,10,0,iid,0.001285352073021399
10,20,lstm,0.001,10,0,wiener,0.0008697888598762523
10,20,lstm,0.001,10,0.01,iid,0.0009520826196956492
10,20,lstm,0.001,10,0.01,wiener,0.001932649166018648
10,20,lstm,0.001,10,0.1,iid,0.012443188353790425
10,20,lstm,0.001,10,0.1,wiener,0.11989039471778655
10,20,lstm,0.001,100,0,iid,0.00014815413382088052
10,20,lstm,0.001,100,0,wiener,0.00020825847593261996
10,20,lstm,0.001,100,0.01,iid,0.0003575551009844653
10,20,lstm,0.001,100,0.01,wiener,0.0005095355507078956
10,20,lstm,0.001,100,0.1,iid,0.010671869453768938
10,20,lstm,0.001,100,0.1,wiener,0.08710529430540315
10,20,lstm,0.001,500,0,iid,9.643751844710672e-07
10,20,lstm,0.001,500,0,wiener,1.8927014413733638e-07
10,20,lstm,0.001,500,0.01,iid,0.00022858993580307508
10,20,lstm,0.001,500,0.01,wiener,0.0002558599761833652
10,20,lstm,0.001,500,0.1,iid,0.011734402186587627
10,20,lstm,0.001,500,0.1,wiener,0.3197907074989571
10,20,lstm,0.01,10,0,iid,0.0001633464815184982
10,20,lstm,0.01,10,0,wiener,0.00021447313945007968
10,20,lstm,0.01,10,0.01,iid,0.0003171106759542052
10,20,lstm,0.01,10,0.01,wiener,0.0004165886613088831
10,20,lstm,0.01,10,0.1,iid,0.012111635369471057
10,20,lstm,0.01,10,0.1,wiener,0.025995588811482593
10,20,lstm,0.01,100,0,iid,1.6750049138317744e-05
10,20,lstm,0.01,100,0,wiener,1.0833753473323496e-06
10,20,lstm,0.01,100,0.01,iid,0.00022476963335456336
10,20,lstm,0.01,100,0.01,wiener,0.00015445358608373984
10,20,lstm,0.01,100,0.1,iid,0.01124382968374078
10,20,lstm,0.01,100,0.1,wiener,0.011802932400184638
10,20,lstm,0.01,500,0,iid,2.6384274547639988e-08
10,20,lstm,0.01,500,0,wiener,1.3475394264343389e-05
10,20,lstm,0.01,500,0.01,iid,0.00017842289954467466
10,20,lstm,0.01,500,0.01,wiener,0.00017876646171287138
10,20,lstm,0.01,500,0.1,iid,0.01941447379991017
10,20,lstm,0.01,500,0.1,wiener,0.017775654424986215
10,20,lstm,0.1,10,0,iid,0.0001077720129468722
10,20,lstm,0.1,10,0,wiener,9.531387020851531e-05
10,20,lstm,0.1,10,0.01,iid,0.00021378336949341812
10,20,lstm,0.1,10,0.01,wiener,0.00037830105554688816
10,20,lstm,0.1,10,0.1,iid,0.012687751501266704
10,20,lstm,0.1,10,0.1,wiener,0.026020393445512813
10,20,lstm,0.1,100,0,iid,1.2600183891144186e-06
10,20,lstm,0.1,100,0,wiener,8.947369762188947e-06
10,20,lstm,0.1,100,0.01,iid,0.00021506549339078847
10,20,lstm,0.1,100,0.01,wiener,0.00019516119971268021
10,20,lstm,0.1,100,0.1,iid,0.011578114512055964
10,20,lstm,0.1,100,0.1,wiener,0.011152847085016042
10,20,lstm,0.1,500,0,iid,7.057840693375153e-06
10,20,lstm,0.1,500,0,wiener,1.2384475041251253e-05
10,20,lstm,0.1,500,0.01,iid,0.00038823648833244916
10,20,lstm,0.1,500,0.01,wiener,0.0003285299794112061
10,20,lstm,0.1,500,0.1,iid,0.023744721089942078
10,20,lstm,0.1,500,0.1,wiener,0.010296168657623327
10,20,cnn,0.001,10,0,iid,0.0007906661320607148
10,20,cnn,0.001,10,0,wiener,0.00048974830780222
10,20,cnn,0.001,10,0.01,iid,0.0010864779313411602
10,20,cnn,0.001,10,0.01,wiener,0.0022207931941148075
10,20,cnn,0.001,10,0.1,iid,0.01194825333337936
10,20,cnn,0.001,10,0.1,wiener,0.06220071346384813
10,20,cnn,0.001,100,0,iid,8.292060282392611e-06
10,20,cnn,0.001,100,0,wiener,5.2087559001871665e-05
10,20,cnn,0.001,100,0.01,iid,0.0003502244639306805
10,20,cnn,0.001,100,0.01,wiener,0.0002712105555302237
10,20,cnn,0.001,100,0.1,iid,0.012369169097005781
10,20,cnn,0.001,100,0.1,wiener,0.01230141955696187
10,20,cnn,0.001,500,0,iid,9.712652123199419e-07
10,20,cnn,0.001,500,0,wiener,6.345941745147571e-07
10,20,cnn,0.001,500,0.01,iid,0.0001729050021237211
10,20,cnn,0.001,500,0.01,wiener,0.00030083687038830984
10,20,cnn,0.001,500,0.1,iid,0.015201320573433482
10,20,cnn,0.001,500,0.1,wiener,0.03749276716262451
10,20,cnn,0.01,10,0,iid,0.0005733337202984719
10,20,cnn,0.01,10,0,wiener,0.0005171546347579186
10,20,cnn,0.01,10,0.01,iid,0.0006618622125477177
10,20,cnn,0.01,10,0.01,wiener,0.0006148344524095688
10,20,cnn,0.01,10,0.1,iid,0.013290333555737168
10,20,cnn,0.01,10,0.1,wiener,0.8125848693498617
10,20,cnn,0.01,100,0,iid,8.42486777013261e-06
10,20,cnn,0.01,100,0,wiener,4.463923117228238e-05
10,20,cnn,0.01,100,0.01,iid,0.00027607792765704494
10,20,cnn,0.01,100,0.01,wiener,0.00020559032239094997
10,20,cnn,0.01,100,0.1,iid,0.015739514225780595
10,20,cnn,0.01,100,0.1,wiener,0.08417204793115482
10,20,cnn,0.01,500,0,iid,1.426489536930484e-06
10,20,cnn,0.01,500,0,wiener,1.106088987787386e-05
10,20,cnn,0.01,500,0.01,iid,0.0001884843158855955
10,20,cnn,0.01,500,0.01,wiener,0.00020277227369563898
10,20,cnn,0.01,500,0.1,iid,0.016182214059453172
10,20,cnn,0.01,500,0.1,wiener,0.14485897581042637
10,20,cnn,0.1,10,0,iid,0.0019109137765181503
10,20,cnn,0.1,10,0,wiener,0.0002227128933926423
10,20,cnn,0.1,10,0.01,iid,0.005476174552603399
10,20,cnn,0.1,10,0.01,wiener,0.0011947380757213156
10,20,cnn,0.1,10,0.1,iid,0.013812137550578429
10,20,cnn,0.1,10,0.1,wiener,0.011719485419957465
10,20,cnn,0.1,100,0,iid,0.518352021711516
10,20,cnn,0.1,100,0,wiener,0.511717809554695
10,20,cnn,0.1,100,0.01,iid,0.0003550010507606307
10,20,cnn,0.1,100,0.01,wiener,0.0011066840765939494
10,20,cnn,0.1,100,0.1,iid,0.018935840792564527
10,20,cnn,0.1,100,0.1,wiener,0.09288387617655561
10,20,cnn,0.1,500,0,iid,0.5050250960860793
10,20,cnn,0.1,500,0,wiener,0.5111561335703217
10,20,cnn,0.1,500,0.01,iid,0.5057782047051632
10,20,cnn,0.1,500,0.01,wiener,0.0034982549265049497
10,20,cnn,0.1,500,0.1,iid,0.5231478138180097
10,20,cnn,0.1,500,0.1,wiener,3.768568497801548
